topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Energie,0.03163422228456056,0.9656485741963171,-0.03244914102330693,0.9398931871118622,4319.0
Krieg,-0.0668872732411179,1.0037472553047693,-0.08394424330108957,0.89665201801727,6537.0
Krise,0.02796097239380501,0.9997625039049404,0.06414686220980709,1.102826289303729,4520.0
Winter,0.05071417053985444,1.0091788251552005,0.11526245289531012,1.0789414151732273,3484.0
